open_time,close_time,symbol,type,volume,open_price,close_price,sl,tp,commission,swap,profit,comment,balance
2026.01.22 18:06:58,2026.01.22 20:30:58,NAS100,buy,0.5,1581.31,1596.5492,1573.40345,1597.1231,-1.75,0.4,761.96,OB retest,26477.25
2026.01.23 08:19:43,2026.01.23 08:55:43,EURUSD,buy,0.1,1.26085,55.84985,1.25455,1.27346,-0.35,-1.79,545.89,FVG entry,27023.14
2026.01.24 14:36:54,2026.01.24 18:47:54,GBPUSD,buy,0.3,1.06397,37.76297,1.05865,1.07461,-1.05,-1.81,1100.97,OB retest,28124.11
2026.01.25 16:42:02,2026.01.25 20:13:02,NAS100,sell,0.1,5986.24,6016.675,6016.1712,5926.3776,-0.35,-0.59,-304.35,FVG entry,27819.76
2026.01.26 16:21:24,2026.01.26 20:12:24,EURUSD,buy,0.2,1.3016,25.5521,1.29509,1.31462,-0.7,-1.15,485.01,FVG entry,28304.77
2026.01.27 20:49:20,2026.01.28 00:38:20,NAS100,sell,0.2,13594.22,13555.2315,13662.1911,13458.2778,-0.7,-0.35,779.77,MSS confirm,29084.54
2026.01.27 13:45:04,2026.01.27 16:35:04,NAS100,buy,0.3,2131.91,2121.27067,2121.25045,2153.2291,-1.05,-1.99,-319.18,MSS confirm,28765.36
2026.01.27 09:06:08,2026.01.27 09:59:08,NAS100,sell,0.3,11084.84,11071.97,11140.2642,10973.9916,-1.05,-0.51,386.1,MSS confirm,29151.46
2026.01.28 12:18:26,2026.01.28 13:52:26,NAS100,buy,0.5,3390.87,3384.369,3373.91565,3424.7787,-1.75,-1.33,-325.05,breaker block,28826.41
2026.01.29 01:27:17,2026.01.29 05:48:17,NAS100,sell,1.0,12333.76,12322.8905,12395.4288,12210.4224,-3.5,-0.86,1086.95,FVG entry,29913.36
2026.01.29 03:21:53,2026.01.29 08:33:53,XAUUSD,sell,0.2,6009.41,5951.846,6039.45705,5949.3159,-0.7,-0.49,1151.28,MSS confirm,31064.64
2026.01.30 08:25:20,2026.01.30 11:54:20,NAS100,sell,0.3,2278.64,2284.673,2290.0332,2255.8536,-1.05,-0.59,-180.99,breaker block,30883.65
2026.01.31 11:01:46,2026.01.31 14:38:46,XAUUSD,buy,0.5,2784.44,2781.0156,2770.5178,2812.2844,-1.75,-1.24,-171.22,MSS confirm,30712.43
2026.01.31 10:50:24,2026.01.31 14:32:24,NAS100,sell,1.0,736.27,726.6151,739.95135,728.9073,-3.5,0.42,965.49,breaker block,31677.92
2026.02.01 16:40:58,2026.02.01 22:18:58,NAS100,buy,0.5,19336.26,19352.5974,19239.5787,19529.6226,-1.75,-1.17,816.87,liquidity sweep,32494.79
2026.02.02 00:16:14,2026.02.02 04:40:14,XAUUSD,buy,0.2,6900.0,6940.7465,6865.5,6969.0,-0.7,-1.94,814.93,MSS confirm,33309.72
2026.02.03 07:07:53,2026.02.03 11:22:53,GBPUSD,buy,0.3,1.19285,17.75852,1.18689,1.20478,-1.05,-0.9,496.97,liquidity sweep,33806.69
2026.02.03 09:02:51,2026.02.03 11:14:51,XAUUSD,buy,1.0,3489.89,3487.8581,3472.44055,3524.7889,-3.5,-1.6,-203.19,liquidity sweep,33603.5
2026.02.04 18:51:25,2026.02.04 22:49:25,XAUUSD,buy,1.0,8591.63,8604.0615,8548.67185,8677.5463,-3.5,-1.99,1243.15,MSS confirm,34846.65
